PanProtein	has_length	translates_from_PanGene	member_of_PanProteinCluster
PAN3789	275	pan_3789	PANCL1383
PAN8854	163	pan_8854	PANCL7449
PAN7170	88	pan_7170	PANCL7169
PAN1777	185	pan_1777	PANCL524
PAN12623	263	pan_12623	PANCL5280
PAN5022	544	pan_5022	PANCL7120
PAN8525	378	pan_8525	PANCL8002
PAN2642	398	pan_2642	PANCL13812
PAN2782	122	pan_2782	PANCL4880
PAN1630	287	pan_1630	PANCL1266
PAN5653	147	pan_5653	PANCL276
PAN13706	394	pan_13706	PANCL3630
PAN3912	384	pan_3912	PANCL6368
PAN945	218	pan_945	PANCL1072
PAN4099	276	pan_4099	PANCL281
PAN12658	310	pan_12658	PANCL7234
PAN7395	352	pan_7395	PANCL10457
PAN2768	272	pan_2768	PANCL4236
PAN13389	640	pan_13389	PANCL8755
PAN3990	382	pan_3990	PANCL8002
PAN9527	164	pan_9527	PANCL12824
PAN8947	305	pan_8947	PANCL9375
PAN9174	539	pan_9174	PANCL5757
PAN958	267	pan_958	PANCL958
PAN10526	420	pan_10526	PANCL10126
PAN2305	274	pan_2305	PANCL6376
PAN9373	397	pan_9373	PANCL3630
PAN1612	174	pan_1612	PANCL4456
PAN6123	640	pan_6123	PANCL8755
PAN5981	301	pan_5981	PANCL6321
PAN295	284	pan_295	PANCL1053
PAN12821	164	pan_12821	PANCL9709
PAN4319	162	pan_4319	PANCL4319
PAN10891	287	pan_10891	PANCL10891
PAN9742	307	pan_9742	PANCL8210
PAN3063	274	pan_3063	PANCL1383
PAN7329	264	pan_7329	PANCL8
PAN4265	308	pan_4265	PANCL4265
PAN7936	166	pan_7936	PANCL7659
PAN4012	292	pan_4012	PANCL5365
PAN5626	161	pan_5626	PANCL7127
PAN5123	344	pan_5123	PANCL4133
PAN38	252	pan_38	PANCL6127
PAN8250	275	pan_8250	PANCL1383
PAN8278	264	pan_8278	PANCL211
PAN4903	245	pan_4903	PANCL6947
PAN130	382	pan_130	PANCL8002
PAN4506	247	pan_4506	PANCL519
PAN4817	398	pan_4817	PANCL13812
PAN2298	319	pan_2298	PANCL2298
PAN9759	110	pan_9759	PANCL8755
PAN803	260	pan_803	PANCL9391
PAN7101	276	pan_7101	PANCL11647
PAN13325	163	pan_13325	PANCL7852
PAN4911	289	pan_4911	PANCL11230
PAN1866	350	pan_1866	PANCL6167
PAN8865	164	pan_8865	PANCL12824
PAN1353	287	pan_1353	PANCL1266
PAN9024	167	pan_9024	PANCL10282
PAN10370	178	pan_10370	PANCL8206
PAN7868	322	pan_7868	PANCL7378
PAN11601	116	pan_11601	PANCL11601
PAN750	323	pan_750	PANCL750
PAN5612	264	pan_5612	PANCL8
PAN8497	378	pan_8497	PANCL8002
PAN12121	160	pan_12121	PANCL10099
PAN13427	290	pan_13427	PANCL13672
PAN3137	391	pan_3137	PANCL13812
PAN8522	297	pan_8522	PANCL9381
PAN8023	287	pan_8023	PANCL1266
PAN6263	263	pan_6263	PANCL5280
PAN524	189	pan_524	PANCL524
PAN12431	541	pan_12431	PANCL817
PAN6438	344	pan_6438	PANCL4133
PAN4902	309	pan_4902	PANCL198
PAN11600	518	pan_11600	PANCL11600
PAN13762	159	pan_13762	PANCL9534
PAN11964	297	pan_11964	PANCL9381
PAN10098	157	pan_10098	PANCL4108
PAN13457	207	pan_13457	PANCL12886
PAN5326	431	pan_5326	PANCL5326
PAN9002	171	pan_9002	PANCL12116
PAN1674	168	pan_1674	PANCL1674
PAN6101	282	pan_6101	PANCL8
PAN11400	345	pan_11400	PANCL11495
PAN11658	640	pan_11658	PANCL8755
PAN12371	134	pan_12371	PANCL11616
PAN9801	208	pan_9801	PANCL11081
PAN13073	389	pan_13073	PANCL4043
PAN7123	1035	pan_7123	PANCL5759
PAN3207	275	pan_3207	PANCL1383
PAN13817	168	pan_13817	PANCL8206
PAN11629	248	pan_11629	PANCL11691
PAN9834	339	pan_9834	PANCL12746
PAN1072	220	pan_1072	PANCL1072
PAN11701	322	pan_11701	PANCL7378
PAN3781	275	pan_3781	PANCL1383
PAN12314	267	pan_12314	PANCL8432
PAN10270	210	pan_10270	PANCL10392
PAN11346	108	pan_11346	PANCL11616
PAN5601	346	pan_5601	PANCL4133
PAN10834	160	pan_10834	PANCL7675
PAN9807	165	pan_9807	PANCL8781
PAN5743	185	pan_5743	PANCL8
PAN1972	331	pan_1972	PANCL1972
PAN3064	287	pan_3064	PANCL1266
PAN8299	369	pan_8299	PANCL8299
PAN2715	382	pan_2715	PANCL8002
PAN10821	389	pan_10821	PANCL8002
PAN12840	365	pan_12840	PANCL12840
PAN3303	275	pan_3303	PANCL1383
PAN8993	333	pan_8993	PANCL10323
PAN3654	384	pan_3654	PANCL6368
PAN29	292	pan_29	PANCL5365
PAN7129	177	pan_7129	PANCL7129
PAN960	275	pan_960	PANCL1383
PAN12738	387	pan_12738	PANCL8002
PAN8618	113	pan_8618	PANCL8618
PAN12848	640	pan_12848	PANCL8755
PAN8849	354	pan_8849	PANCL13763
PAN1919	379	pan_1919	PANCL13801
PAN5475	314	pan_5475	PANCL5475
PAN7099	250	pan_7099	PANCL363
PAN11682	313	pan_11682	PANCL13672
PAN5168	352	pan_5168	PANCL5168
PAN778	382	pan_778	PANCL8002
PAN10518	416	pan_10518	PANCL8002
PAN8592	92	pan_8592	PANCL12707
PAN9037	170	pan_9037	PANCL9079
PAN3903	275	pan_3903	PANCL1383
PAN4712	384	pan_4712	PANCL6368
PAN2064	275	pan_2064	PANCL1383
PAN1988	323	pan_1988	PANCL4455
PAN12547	279	pan_12547	PANCL1519
PAN6585	398	pan_6585	PANCL6585
PAN11172	291	pan_11172	PANCL1418
PAN3977	398	pan_3977	PANCL13812
PAN5161	219	pan_5161	PANCL6590
PAN3756	398	pan_3756	PANCL13812
PAN10018	329	pan_10018	PANCL8221
PAN7668	168	pan_7668	PANCL10885
PAN2412	275	pan_2412	PANCL1383
PAN8596	142	pan_8596	PANCL6867
PAN1325	276	pan_1325	PANCL1383
PAN7666	165	pan_7666	PANCL10907
PAN3321	227	pan_3321	PANCL2748
PAN860	266	pan_860	PANCL8
PAN8924	352	pan_8924	PANCL8057
PAN8202	170	pan_8202	PANCL9079
PAN14037	301	pan_14037	PANCL1813
PAN5833	374	pan_5833	PANCL11862
PAN117	292	pan_117	PANCL5365
PAN6306	375	pan_6306	PANCL6306
PAN4455	352	pan_4455	PANCL4455
PAN4171	384	pan_4171	PANCL6368
PAN1636	292	pan_1636	PANCL5365
PAN4583	398	pan_4583	PANCL13812
PAN559	219	pan_559	PANCL165
PAN13565	165	pan_13565	PANCL7377
PAN11992	132	pan_11992	PANCL10748
PAN6099	507	pan_6099	PANCL5224
PAN3186	398	pan_3186	PANCL13812
PAN9762	389	pan_9762	PANCL8002
PAN9700	352	pan_9700	PANCL12746
PAN9803	356	pan_9803	PANCL12746
PAN12008	165	pan_12008	PANCL12008
PAN2613	398	pan_2613	PANCL13812
PAN10792	158	pan_10792	PANCL12023
PAN3624	384	pan_3624	PANCL6368
PAN9487	463	pan_9487	PANCL9487
PAN7862	297	pan_7862	PANCL7537
PAN10997	352	pan_10997	PANCL12746
PAN7291	192	pan_7291	PANCL7018
PAN1250	290	pan_1250	PANCL1418
PAN11276	216	pan_11276	PANCL11081
PAN4540	215	pan_4540	PANCL2748
PAN6033	220	pan_6033	PANCL10333
PAN3870	275	pan_3870	PANCL281
PAN11520	145	pan_11520	PANCL11914
PAN1303	287	pan_1303	PANCL1266
PAN11185	292	pan_11185	PANCL5365
PAN5829	398	pan_5829	PANCL8002
PAN12620	276	pan_12620	PANCL2998
PAN9187	292	pan_9187	PANCL144
PAN11936	161	pan_11936	PANCL10099
PAN12448	501	pan_12448	PANCL12291
PAN5611	733	pan_5611	PANCL5611
PAN11603	92	pan_11603	PANCL10753
PAN3041	398	pan_3041	PANCL13812
PAN7120	545	pan_7120	PANCL7120
PAN1244	255	pan_1244	PANCL873
PAN2755	398	pan_2755	PANCL13812
PAN6574	264	pan_6574	PANCL8
PAN12003	389	pan_12003	PANCL12003
PAN6816	254	pan_6816	PANCL6816
PAN10735	106	pan_10735	PANCL10735
PAN7665	272	pan_7665	PANCL8238
PAN28	287	pan_28	PANCL1266
PAN13713	207	pan_13713	PANCL12886
PAN13100	287	pan_13100	PANCL1266
PAN11931	93	pan_11931	PANCL9288
PAN4068	267	pan_4068	PANCL3182
PAN1328	288	pan_1328	PANCL3089
PAN3148	246	pan_3148	PANCL8637
PAN1480	275	pan_1480	PANCL1383
PAN6160	95	pan_6160	PANCL6160
PAN1237	287	pan_1237	PANCL1266
PAN9138	292	pan_9138	PANCL144
PAN3008	382	pan_3008	PANCL8002
PAN4960	1037	pan_4960	PANCL5255
PAN5863	128	pan_5863	PANCL5863
PAN2374	640	pan_2374	PANCL8755
PAN10251	166	pan_10251	PANCL10916
PAN3056	275	pan_3056	PANCL1383
PAN4178	287	pan_4178	PANCL1266
PAN3447	669	pan_3447	PANCL1787
PAN4422	398	pan_4422	PANCL13812
PAN4643	287	pan_4643	PANCL1266
PAN10907	190	pan_10907	PANCL10907
PAN1550	258	pan_1550	PANCL2948
PAN2443	274	pan_2443	PANCL1383
PAN7623	41	pan_7623	PANCL9288
PAN13150	383	pan_13150	PANCL13812
PAN11642	303	pan_11642	PANCL7537
PAN12824	167	pan_12824	PANCL12824
PAN809	291	pan_809	PANCL211
PAN11404	584	pan_11404	PANCL7635
PAN12158	171	pan_12158	PANCL10817
PAN1246	269	pan_1246	PANCL557
PAN13168	268	pan_13168	PANCL13168
PAN13243	292	pan_13243	PANCL144
PAN7535	287	pan_7535	PANCL1266
PAN5994	825	pan_5994	PANCL6982
PAN9073	173	pan_9073	PANCL8146
PAN1339	383	pan_1339	PANCL13812
PAN730	287	pan_730	PANCL1266
PAN10077	389	pan_10077	PANCL8002
PAN1721	173	pan_1721	PANCL8
PAN2774	384	pan_2774	PANCL6368
PAN11412	267	pan_11412	PANCL12643
PAN9536	347	pan_9536	PANCL12746
PAN11666	304	pan_11666	PANCL4078
PAN8594	213	pan_8594	PANCL5614
PAN7275	263	pan_7275	PANCL8
PAN2182	215	pan_2182	PANCL2748
PAN3594	281	pan_3594	PANCL1383
PAN12842	163	pan_12842	PANCL10233
PAN13681	266	pan_13681	PANCL13424
PAN8590	160	pan_8590	PANCL4319
PAN13207	398	pan_13207	PANCL13812
PAN4593	640	pan_4593	PANCL8755
PAN11871	128	pan_11871	PANCL6920
PAN8665	164	pan_8665	PANCL8781
PAN8530	640	pan_8530	PANCL8755
PAN8747	162	pan_8747	PANCL8747
PAN11244	172	pan_11244	PANCL11244
PAN3637	384	pan_3637	PANCL6368
PAN2829	287	pan_2829	PANCL1266
PAN8975	199	pan_8975	PANCL11521
PAN14025	168	pan_14025	PANCL14025
PAN6799	217	pan_6799	PANCL2883
PAN3222	287	pan_3222	PANCL1266
PAN11635	209	pan_11635	PANCL11081
PAN459	383	pan_459	PANCL13812
PAN12038	166	pan_12038	PANCL10106
PAN5739	264	pan_5739	PANCL8
PAN10008	171	pan_10008	PANCL10851
PAN2355	292	pan_2355	PANCL5365
PAN4478	194	pan_4478	PANCL4478
PAN6893	226	pan_6893	PANCL6893
PAN10232	170	pan_10232	PANCL7421
PAN2052	238	pan_2052	PANCL363
PAN6781	142	pan_6781	PANCL6517
PAN5906	264	pan_5906	PANCL8
PAN11832	110	pan_11832	PANCL5169
PAN1763	265	pan_1763	PANCL12643
PAN13430	640	pan_13430	PANCL8755
PAN5044	178	pan_5044	PANCL5044
PAN2925	291	pan_2925	PANCL1830
PAN13321	325	pan_13321	PANCL12776
PAN9554	163	pan_9554	PANCL7449
PAN11583	246	pan_11583	PANCL10753
PAN3443	384	pan_3443	PANCL6368
PAN962	267	pan_962	PANCL12643
PAN11196	301	pan_11196	PANCL6752
PAN5580	282	pan_5580	PANCL8
PAN9336	1039	pan_9336	PANCL5759
PAN3539	384	pan_3539	PANCL6368
PAN4204	640	pan_4204	PANCL8755
PAN3979	384	pan_3979	PANCL6368
PAN13135	48	pan_13135	PANCL3630
PAN6579	424	pan_6579	PANCL6579
PAN2606	640	pan_2606	PANCL2606
PAN13845	310	pan_13845	PANCL7929
PAN12911	291	pan_12911	PANCL1418
PAN5103	430	pan_5103	PANCL5103
PAN707	292	pan_707	PANCL5365
PAN12307	111	pan_12307	PANCL12307
PAN2080	541	pan_2080	PANCL817
PAN2689	382	pan_2689	PANCL8002
PAN5956	641	pan_5956	PANCL8755
PAN2423	267	pan_2423	PANCL12643
PAN10004	176	pan_10004	PANCL10004
PAN1343	383	pan_1343	PANCL13812
PAN3284	275	pan_3284	PANCL1383
PAN13822	307	pan_13822	PANCL13822
PAN3910	398	pan_3910	PANCL13812
PAN3048	275	pan_3048	PANCL1383
PAN1233	263	pan_1233	PANCL8432
PAN13573	163	pan_13573	PANCL9618
PAN10742	72	pan_10742	PANCL3630
PAN1817	287	pan_1817	PANCL164
PAN11941	267	pan_11941	PANCL398
PAN12950	162	pan_12950	PANCL9618
PAN8156	192	pan_8156	PANCL8156
PAN2476	293	pan_2476	PANCL1920
PAN13301	364	pan_13301	PANCL13651
PAN9979	640	pan_9979	PANCL8755
PAN11376	275	pan_11376	PANCL1383
PAN9828	208	pan_9828	PANCL11641
PAN10027	312	pan_10027	PANCL7929
PAN4131	236	pan_4131	PANCL102
PAN4361	284	pan_4361	PANCL1053
PAN9360	263	pan_9360	PANCL8002
PAN7386	353	pan_7386	PANCL10457
PAN7618	297	pan_7618	PANCL9381
PAN12332	270	pan_12332	PANCL557
PAN261	383	pan_261	PANCL13812
PAN7734	372	pan_7734	PANCL5506
PAN5783	1063	pan_5783	PANCL5783
PAN75	141	pan_75	PANCL651
PAN10869	416	pan_10869	PANCL8002
PAN5437	276	pan_5437	PANCL3601
PAN1586	255	pan_1586	PANCL873
PAN13035	291	pan_13035	PANCL144
PAN13239	306	pan_13239	PANCL13239
PAN1912	292	pan_1912	PANCL5365
PAN2889	407	pan_2889	PANCL1208
PAN8982	355	pan_8982	PANCL14040
PAN8893	389	pan_8893	PANCL8002
PAN9570	311	pan_9570	PANCL10236
PAN2114	274	pan_2114	PANCL1383
PAN737	275	pan_737	PANCL1383
PAN3694	250	pan_3694	PANCL363
PAN543	641	pan_543	PANCL2911
PAN3535	382	pan_3535	PANCL8002
PAN14002	350	pan_14002	PANCL12840
PAN12831	165	pan_12831	PANCL7449
PAN7317	601	pan_7317	PANCL7317
PAN875	267	pan_875	PANCL8432
PAN817	542	pan_817	PANCL817
PAN11803	287	pan_11803	PANCL1266
PAN11914	224	pan_11914	PANCL11914
PAN1231	248	pan_1231	PANCL475
PAN10588	294	pan_10588	PANCL6752
PAN4730	384	pan_4730	PANCL6368
PAN3664	398	pan_3664	PANCL13812
PAN2637	344	pan_2637	PANCL2132
PAN5270	1068	pan_5270	PANCL5270
PAN10857	164	pan_10857	PANCL12824
PAN1366	409	pan_1366	PANCL1366
PAN11769	366	pan_11769	PANCL6306
PAN5576	263	pan_5576	PANCL2410
PAN9374	381	pan_9374	PANCL8002
PAN11367	263	pan_11367	PANCL5280
PAN11115	263	pan_11115	PANCL5280
PAN2862	287	pan_2862	PANCL1266
PAN4051	250	pan_4051	PANCL385
PAN11031	166	pan_11031	PANCL9618
PAN6269	324	pan_6269	PANCL4455
PAN10024	168	pan_10024	PANCL10024
PAN2625	347	pan_2625	PANCL4133
PAN8336	287	pan_8336	PANCL5971
PAN6253	186	pan_6253	PANCL524
PAN6245	287	pan_6245	PANCL1266
PAN8711	364	pan_8711	PANCL9813
PAN2340	384	pan_2340	PANCL6368
PAN13287	163	pan_13287	PANCL9618
PAN10530	382	pan_10530	PANCL8002
PAN9146	464	pan_9146	PANCL9146
PAN10442	297	pan_10442	PANCL7537
PAN12322	171	pan_12322	PANCL8470
PAN7097	149	pan_7097	PANCL6319
PAN6272	274	pan_6272	PANCL5858
PAN3353	398	pan_3353	PANCL13812
PAN8589	1050	pan_8589	PANCL5759
PAN1429	288	pan_1429	PANCL3089
PAN404	392	pan_404	PANCL3630
PAN336	271	pan_336	PANCL10748
PAN3902	300	pan_3902	PANCL9323
PAN450	282	pan_450	PANCL8
PAN12191	238	pan_12191	PANCL363
PAN421	249	pan_421	PANCL421
PAN3506	198	pan_3506	PANCL3506
PAN13547	356	pan_13547	PANCL10457
PAN11755	352	pan_11755	PANCL10457
PAN3736	288	pan_3736	PANCL3089
PAN11112	263	pan_11112	PANCL5280
PAN7439	297	pan_7439	PANCL7537
PAN13158	282	pan_13158	PANCL4106
PAN456	219	pan_456	PANCL165
PAN4721	397	pan_4721	PANCL287
PAN7813	160	pan_7813	PANCL7353
PAN13071	505	pan_13071	PANCL9425
PAN13652	346	pan_13652	PANCL12746
PAN815	287	pan_815	PANCL1266
PAN13753	364	pan_13753	PANCL9813
PAN13114	290	pan_13114	PANCL1920
PAN10923	173	pan_10923	PANCL8146
PAN1404	267	pan_1404	PANCL8432
PAN3366	287	pan_3366	PANCL1266
PAN110	267	pan_110	PANCL12643
PAN13074	363	pan_13074	PANCL6306
PAN4425	378	pan_4425	PANCL8002
PAN11142	138	pan_11142	PANCL11142
PAN3489	296	pan_3489	PANCL6752
PAN12864	297	pan_12864	PANCL7537
PAN5706	295	pan_5706	PANCL5365
PAN4666	292	pan_4666	PANCL144
PAN6802	133	pan_6802	PANCL6802
PAN10031	161	pan_10031	PANCL10031
PAN4895	398	pan_4895	PANCL13812
PAN6428	392	pan_6428	PANCL89
PAN2605	300	pan_2605	PANCL2571
PAN4836	287	pan_4836	PANCL1266
PAN12945	214	pan_12945	PANCL12746
PAN12474	292	pan_12474	PANCL5365
PAN11711	164	pan_11711	PANCL9618
PAN2117	327	pan_2117	PANCL4455
PAN4612	258	pan_4612	PANCL2948
PAN12979	165	pan_12979	PANCL8781
PAN5223	413	pan_5223	PANCL5223
PAN4369	398	pan_4369	PANCL13812
PAN8661	455	pan_8661	PANCL8661
PAN557	270	pan_557	PANCL557
PAN285	275	pan_285	PANCL281
PAN3742	398	pan_3742	PANCL13812
PAN3566	398	pan_3566	PANCL13812
PAN13142	102	pan_13142	PANCL11334
PAN3783	277	pan_3783	PANCL7
PAN11374	398	pan_11374	PANCL13812
PAN10241	165	pan_10241	PANCL4918
PAN934	309	pan_934	PANCL198
PAN4148	384	pan_4148	PANCL6368
PAN11479	291	pan_11479	PANCL2666
PAN1724	679	pan_1724	PANCL1724
PAN3607	287	pan_3607	PANCL1266
PAN12149	177	pan_12149	PANCL9079
PAN10656	380	pan_10656	PANCL8297
PAN2495	275	pan_2495	PANCL1383
PAN7433	379	pan_7433	PANCL7352
PAN7540	292	pan_7540	PANCL11645
PAN4538	398	pan_4538	PANCL13812
PAN11290	426	pan_11290	PANCL11290
PAN3718	398	pan_3718	PANCL13812
PAN5210	263	pan_5210	PANCL8
PAN7176	147	pan_7176	PANCL1063
PAN10021	218	pan_10021	PANCL10333
PAN9778	265	pan_9778	PANCL3481
PAN2004	275	pan_2004	PANCL1383
PAN7208	405	pan_7208	PANCL13090
PAN5478	181	pan_5478	PANCL5339
PAN7926	163	pan_7926	PANCL10046
PAN3456	273	pan_3456	PANCL4236
PAN414	541	pan_414	PANCL817
PAN4979	383	pan_4979	PANCL8002
PAN3146	499	pan_3146	PANCL12291
PAN9760	640	pan_9760	PANCL8755
PAN2785	263	pan_2785	PANCL5280
PAN4497	274	pan_4497	PANCL1383
PAN8133	68	pan_8133	PANCL8133
PAN7516	110	pan_7516	PANCL5169
PAN5742	158	pan_5742	PANCL7127
PAN5057	258	pan_5057	PANCL2948
PAN13470	276	pan_13470	PANCL11647
PAN13520	267	pan_13520	PANCL13168
PAN12160	165	pan_12160	PANCL12116
PAN5449	283	pan_5449	PANCL1622
PAN10487	352	pan_10487	PANCL10003
PAN10845	322	pan_10845	PANCL7378
PAN11288	248	pan_11288	PANCL8957
PAN138	277	pan_138	PANCL7
PAN6858	191	pan_6858	PANCL6858
PAN8200	353	pan_8200	PANCL10323
PAN2628	289	pan_2628	PANCL11230
PAN1863	274	pan_1863	PANCL1383
PAN1718	292	pan_1718	PANCL5365
PAN2337	380	pan_2337	PANCL8002
PAN3248	384	pan_3248	PANCL6368
PAN13643	165	pan_13643	PANCL7449
PAN3984	378	pan_3984	PANCL8002
PAN5569	106	pan_5569	PANCL5306
PAN9915	148	pan_9915	PANCL9418
PAN1893	247	pan_1893	PANCL519
PAN10185	297	pan_10185	PANCL7537
PAN3406	305	pan_3406	PANCL3406
PAN10979	267	pan_10979	PANCL13168
PAN1865	493	pan_1865	PANCL1865
PAN3543	398	pan_3543	PANCL13812
PAN12870	287	pan_12870	PANCL1266
PAN940	287	pan_940	PANCL1266
PAN1908	293	pan_1908	PANCL4078
PAN11852	342	pan_11852	PANCL12776
PAN8551	317	pan_8551	PANCL8551
PAN1736	380	pan_1736	PANCL8002
PAN10360	298	pan_10360	PANCL4078
PAN1465	245	pan_1465	PANCL6947
PAN6474	263	pan_6474	PANCL5280
PAN3211	275	pan_3211	PANCL1383
PAN10203	261	pan_10203	PANCL8002
PAN4975	209	pan_4975	PANCL4956
PAN9553	162	pan_9553	PANCL9618
PAN11154	289	pan_11154	PANCL5365
PAN5676	147	pan_5676	PANCL5141
PAN10190	367	pan_10190	PANCL9813
PAN12470	231	pan_12470	PANCL6625
PAN4559	166	pan_4559	PANCL390
PAN12805	389	pan_12805	PANCL8002
PAN5444	147	pan_5444	PANCL276
PAN9309	640	pan_9309	PANCL8755
PAN7126	291	pan_7126	PANCL5365
PAN9662	297	pan_9662	PANCL7537
PAN12692	542	pan_12692	PANCL817
PAN8154	163	pan_8154	PANCL10907
PAN11316	372	pan_11316	PANCL11316
PAN6780	118	pan_6780	PANCL6217
PAN4865	250	pan_4865	PANCL363
PAN1969	392	pan_1969	PANCL2173
PAN7533	208	pan_7533	PANCL11641
PAN830	287	pan_830	PANCL1266
PAN4744	385	pan_4744	PANCL6368
PAN1699	292	pan_1699	PANCL144
PAN7713	403	pan_7713	PANCL11600
PAN7805	330	pan_7805	PANCL7805
PAN12311	271	pan_12311	PANCL10748
PAN1103	287	pan_1103	PANCL1266
PAN8458	173	pan_8458	PANCL8
PAN10378	171	pan_10378	PANCL8196
PAN903	287	pan_903	PANCL1266
PAN4432	291	pan_4432	PANCL5365
PAN11162	539	pan_11162	PANCL5757
PAN7548	267	pan_7548	PANCL12643
PAN3061	265	pan_3061	PANCL1858
PAN8221	331	pan_8221	PANCL8221
PAN8802	391	pan_8802	PANCL13812
PAN13881	321	pan_13881	PANCL13881
PAN11647	329	pan_11647	PANCL11647
PAN2016	292	pan_2016	PANCL144
PAN6083	264	pan_6083	PANCL8
PAN2792	385	pan_2792	PANCL6368
PAN3651	287	pan_3651	PANCL1266
PAN8928	155	pan_8928	PANCL11600
PAN1432	252	pan_1432	PANCL337
PAN10935	170	pan_10935	PANCL9079
PAN5035	582	pan_5035	PANCL7635
PAN11753	311	pan_11753	PANCL12746
PAN11186	263	pan_11186	PANCL5280
PAN13887	98	pan_13887	PANCL13887
PAN10277	163	pan_10277	PANCL9071
PAN8024	170	pan_8024	PANCL8024
PAN6081	148	pan_6081	PANCL2747
PAN893	287	pan_893	PANCL1266
PAN1286	275	pan_1286	PANCL1383
PAN3553	398	pan_3553	PANCL13812
PAN12390	380	pan_12390	PANCL8002
PAN5290	308	pan_5290	PANCL210
PAN9077	300	pan_9077	PANCL9077
PAN9549	331	pan_9549	PANCL8543
PAN4784	265	pan_4784	PANCL3481
PAN9739	165	pan_9739	PANCL7449
PAN1620	263	pan_1620	PANCL5280
PAN3367	287	pan_3367	PANCL1266
PAN18	307	pan_18	PANCL18
PAN1662	294	pan_1662	PANCL6752
PAN8528	297	pan_8528	PANCL7537
PAN2261	247	pan_2261	PANCL519
PAN9072	161	pan_9072	PANCL10099
PAN2036	291	pan_2036	PANCL1418
PAN3439	398	pan_3439	PANCL13812
PAN2726	382	pan_2726	PANCL8002
PAN5338	181	pan_5338	PANCL5339
PAN2006	298	pan_2006	PANCL1797
PAN6225	147	pan_6225	PANCL1063
PAN10349	291	pan_10349	PANCL10011
PAN1902	186	pan_1902	PANCL524
PAN11919	157	pan_11919	PANCL11495
PAN3023	288	pan_3023	PANCL3089
PAN7912	56	pan_7912	PANCL4880
PAN8543	338	pan_8543	PANCL8543
PAN3573	294	pan_3573	PANCL6752
PAN4002	300	pan_4002	PANCL263
PAN1649	384	pan_1649	PANCL6368
PAN13871	188	pan_13871	PANCL13871
PAN3188	398	pan_3188	PANCL13812
PAN9936	325	pan_9936	PANCL12776
PAN2424	391	pan_2424	PANCL1502
PAN2998	280	pan_2998	PANCL2998
PAN9441	385	pan_9441	PANCL5577
PAN867	287	pan_867	PANCL1266
PAN2407	292	pan_2407	PANCL144
PAN12691	398	pan_12691	PANCL13812
PAN10316	420	pan_10316	PANCL53
PAN1562	276	pan_1562	PANCL11647
PAN5385	216	pan_5385	PANCL2883
PAN13500	297	pan_13500	PANCL7537
PAN376	284	pan_376	PANCL1053
PAN5439	230	pan_5439	PANCL5439
PAN9020	168	pan_9020	PANCL10885
PAN1026	287	pan_1026	PANCL1266
PAN13245	294	pan_13245	PANCL6752
PAN2651	701	pan_2651	PANCL7271
PAN5915	111	pan_5915	PANCL3617
PAN3862	257	pan_3862	PANCL2948
PAN6950	667	pan_6950	PANCL1787
PAN1189	542	pan_1189	PANCL5757
PAN12272	220	pan_12272	PANCL6336
PAN575	271	pan_575	PANCL10748
PAN1840	292	pan_1840	PANCL144
PAN6061	375	pan_6061	PANCL13801
PAN7429	345	pan_7429	PANCL12746
PAN3466	280	pan_3466	PANCL1383
PAN13911	95	pan_13911	PANCL10702
PAN7382	380	pan_7382	PANCL9813
PAN1766	292	pan_1766	PANCL144
PAN7585	292	pan_7585	PANCL5365
PAN4878	296	pan_4878	PANCL6752
PAN4443	191	pan_4443	PANCL2244
PAN1049	382	pan_1049	PANCL8002
PAN4081	178	pan_4081	PANCL11841
PAN8640	666	pan_8640	PANCL1787
PAN3397	382	pan_3397	PANCL8002
PAN2451	391	pan_2451	PANCL1502
PAN5203	388	pan_5203	PANCL6034
PAN3491	293	pan_3491	PANCL6752
PAN12427	277	pan_12427	PANCL1383
PAN3596	264	pan_3596	PANCL8
PAN3959	398	pan_3959	PANCL13812
PAN7963	171	pan_7963	PANCL12075
PAN6921	549	pan_6921	PANCL6921
PAN10017	162	pan_10017	PANCL8221
PAN10417	166	pan_10417	PANCL9618
PAN12083	292	pan_12083	PANCL1266
PAN7637	640	pan_7637	PANCL8755
PAN13829	382	pan_13829	PANCL8002
PAN8826	164	pan_8826	PANCL8781
PAN2815	419	pan_2815	PANCL2815
PAN11260	172	pan_11260	PANCL11260
PAN10470	165	pan_10470	PANCL8013
PAN12106	381	pan_12106	PANCL10392
PAN11243	85	pan_11243	PANCL11997
PAN12875	164	pan_12875	PANCL12824
PAN2515	275	pan_2515	PANCL1383
PAN6495	219	pan_6495	PANCL165
PAN1460	292	pan_1460	PANCL5365
PAN8430	166	pan_8430	PANCL7752
PAN14064	166	pan_14064	PANCL10885
PAN3968	277	pan_3968	PANCL1383
PAN6605	90	pan_6605	PANCL6605
PAN12665	254	pan_12665	PANCL12665
PAN13535	389	pan_13535	PANCL8002
PAN6104	264	pan_6104	PANCL8
PAN2960	297	pan_2960	PANCL649
PAN3886	287	pan_3886	PANCL1266
PAN9695	352	pan_9695	PANCL10457
PAN12654	1051	pan_12654	PANCL5759
PAN9161	380	pan_9161	PANCL8297
PAN10508	382	pan_10508	PANCL8002
PAN13042	344	pan_13042	PANCL13042
PAN11366	274	pan_11366	PANCL1383
PAN6496	545	pan_6496	PANCL6496
PAN13710	391	pan_13710	PANCL13812
PAN11741	267	pan_11741	PANCL12643
PAN11576	155	pan_11576	PANCL11576
